Species,GFE_ID,River,CU,WATERSHED_CDE,LINEAR_FEATURE_ID
CM,1179,QUALICUM RIVER,CM-4,920-490700-00000-00000-0000-0000-000-000-000-000-000-000,710427010
CM,1478,QUASHTIN CREEK,CM-11,930-937700-00000-00000-0000-0000-000-000-000-000-000-000,710354295
CM,815,QUATAM RIVER,CM-4,900-368900-00000-00000-0000-0000-000-000-000-000-000-000,206080981
CM,1106,QUATSE RIVER,CM-5,920-896200-00000-00000-0000-0000-000-000-000-000-000-000,710379588
CM,1144,QUINSAM RIVER,CM-4,920-627900-03600-00000-0000-0000-000-000-000-000-000-000,710150374
CM,833,READ CREEK,CM-6,900-501200-00000-00000-0000-0000-000-000-000-000-000-000,88106682
CM,807,REFUGE COVE CREEK,CM-4,905-323000-15700-00000-0000-0000-000-000-000-000-000-000,206098922
CM,1234,RENFREW CREEK,CM-10,930-053800-12100-05400-0000-0000-000-000-000-000-000-000,710497959
CM,1339,RILEY CREEK,CM-10,935-374000-46200-00000-0000-0000-000-000-000-000-000-000,710207188
CM,757,ROBERTS CREEK,CM-4,900-118200-00000-00000-0000-0000-000-000-000-000-000-000,72057621
CM,2621,ROBERTSON RIVER,CM-4,920-257700-68500-00000-0000-0000-000-000-000-000-000-000,710279725
CM,1172,ROSEWALL CREEK,CM-4,920-510600-00000-00000-0000-0000-000-000-000-000-000-000,710425660
CM,1163,ROY CREEK,CM-4,920-547200-00000-00000-0000-0000-000-000-000-000-000-000,710249578
CM,764,RUBY CREEK,CM-4,900-147300-00000-00000-0000-0000-000-000-000-000-000-000,72046291
CM,1458,RUPERT CREEK,CM-11,930-871100-05100-00000-0000-0000-000-000-000-000-000-000,710106637
CM,1121,SALMON RIVER,CM-5,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,710439136
CM,1489,SAN JOSEF RIVER,CM-11,930-979400-00000-00000-0000-0000-000-000-000-000-000-000,710338075
CM,1231,SAN JUAN RIVER,CM-10,930-053800-00000-00000-0000-0000-000-000-000-000-000-000,710501112
CM,1252,SARITA RIVER,CM-10,930-110800-00000-00000-0000-0000-000-000-000-000-000-000,710097203
CM,867,SCOTT COVE CREEK,CM-8,905-557500-33700-00000-0000-0000-000-000-000-000-000-000,88071640
CM,1282,SECHART CREEK,CM-10,930-209300-00000-00000-0000-0000-000-000-000-000-000-000,710095047
CM,774,SECHELT CREEK,CM-4,900-177400-00000-00000-0000-0000-000-000-000-000-000-000,72044301
CM,1322,SHARP CREEK,CM-10,935-302000-14700-00000-0000-0000-000-000-000-000-000-000,710225764
CM,866,SHOAL HARBOUR CREEK,CM-8,905-557500-27600-00000-0000-0000-000-000-000-000-000-000,88080038
CM,1102,SHUSHARTIE RIVER,CM-5,920-940400-00000-00000-0000-0000-000-000-000-000-000-000,710361756
CM,1353,SILVERADO CREEK,CM-10,930-494700-00000-00000-0000-0000-000-000-000-000-000-000,710179050
CM,851,SIM RIVER,CM-9,900-596000-00000-00000-0000-0000-000-000-000-000-000-000,88023955
CM,782,SKWAWKA RIVER,CM-4,900-233000-00000-00000-0000-0000-000-000-000-000-000-000,72005058
CM,798,SLIAMMON CREEK,CM-4,900-286000-00000-00000-0000-0000-000-000-000-000-000-000,206108281
CM,1298,SMITH CREEK,CM-10,930-244500-00000-00000-0000-0000-000-000-000-000-000-000,710094281
CM,769,SNAKE BAY CREEK,CM-4,900-164200-00000-00000-0000-0000-000-000-000-000-000-000,72056514
CM,1272,SNUG BASIN CREEK,CM-10,930-161600-00000-00000-0000-0000-000-000-000-000-000-000,710090643
CM,1411,SOATWOON CREEK,CM-10,930-654500-00000-00000-0000-0000-000-000-000-000-000-000,710533524
CM,11485,SOMASS-SPROAT-GC SYSTEM,CM-10,930-137400-00000-00000-0000-0000-000-000-000-000-000-000,710074668
CM,817,SOUTHGATE RIVER,CM-7,900-404100-00000-00000-0000-0000-000-000-000-000-000-000,66105218
CM,1126,ST. AUBYN CREEK,CM-6,905-377500-87100-00000-0000-0000-000-000-000-000-000-000,710231652
CM,829,STAFFORD RIVER,CM-6,900-471200-00000-00000-0000-0000-000-000-000-000-000-000,88081075
CM,1460,STEPHENS CREEK,CM-11,930-879700-00000-00000-0000-0000-000-000-000-000-000-000,710346866
CM,1202,STOCKING CREEK,CM-4,920-318200-00000-00000-0000-0000-000-000-000-000-000-000,710270114
CM,801,STORE CREEK,CM-4,905-292500-81200-00000-0000-0000-000-000-000-000-000-000,710235192
CM,775,STORM CREEK,CM-4,900-189200-00000-00000-0000-0000-000-000-000-000-000-000,72045859
CM,1371,SUCWOA RIVER,CM-10,930-540600-00000-00000-0000-0000-000-000-000-000-000-000,710316169
CM,1250,SUGSAW CREEK,CM-10,930-101400-00000-00000-0000-0000-000-000-000-000-000-000,710100548
CM,1325,SUTTON MILL CREEK,CM-10,935-302000-82300-00000-0000-0000-000-000-000-000-000-000,710224730
CM,1344,SYDNEY RIVER,CM-10,930-433800-00000-00000-0000-0000-000-000-000-000-000-000,710190836
CM,1377,TAHSIS RIVER,CM-10,930-569100-00000-00000-0000-0000-000-000-000-000-000-000,710302082
CM,1414,TAHSISH RIVER,CM-10,930-673300-00000-00000-0000-0000-000-000-000-000-000-000,710525713
CM,812,TAHUMMING RIVER,CM-4,900-350700-00000-00000-0000-0000-000-000-000-000-000-000,206063070
CM,818,TEAQUAHAN RIVER,CM-7,900-406500-00000-00000-0000-0000-000-000-000-000-000-000,66100915
CM,1448,TEETA CREEK,CM-11,930-842200-00000-00000-0000-0000-000-000-000-000-000-000,710121990
CM,800,THEODOSIA RIVER,CM-4,900-309400-00000-00000-0000-0000-000-000-000-000-000-000,206102423
CM,1297,THORNTON CREEK,CM-10,930-243600-00000-00000-0000-0000-000-000-000-000-000-000,710025367
CM,1128,THURSTON BAY CREEK,CM-6,905-377500-36200-00000-0000-0000-000-000-000-000-000-000,710230824
CM,1367,TLUPANA RIVER,CM-10,930-534200-00000-00000-0000-0000-000-000-000-000-000-000,710321041
CM,808,TOBA RIVER,CM-4,900-349300-00000-00000-0000-0000-000-000-000-000-000-000,206062407
CM,1316,TOFINO CREEK,CM-10,930-316000-00000-00000-0000-0000-000-000-000-000-000-000,710221884
CM,1288,TOQUART RIVER,CM-10,930-230500-00000-00000-0000-0000-000-000-000-000-000-000,710089846
CM,1317,TRANQUIL CREEK,CM-10,930-324500-00000-00000-0000-0000-000-000-000-000-000-000,710224159
CM,1164,TRENT RIVER,CM-4,920-545800-00000-00000-0000-0000-000-000-000-000-000-000,710249801
CM,1166,TSABLE RIVER,CM-4,920-527600-00000-00000-0000-0000-000-000-000-000-000-000,710424267
CM,1157,TSOLUM RIVER,CM-4,920-553200-94100-00000-0000-0000-000-000-000-000-000-000,710245339
CM,1374,TSOWWIN RIVER,CM-10,930-561300-00000-00000-0000-0000-000-000-000-000-000-000,710318702
CM,781,TSUAHDI CREEK,CM-4,900-220600-20900-00000-0000-0000-000-000-000-000-000-000,72010292
CM,1105,TSULQUATE RIVER,CM-5,920-900500-00000-00000-0000-0000-000-000-000-000-000-000,710376391
CM,834,TUNA RIVER,CM-6,900-510300-00000-00000-0000-0000-000-000-000-000-000-000,88109158
CM,1292,TWIN RIVERS EAST CREEK,CM-10,930-236100-00000-00000-0000-0000-000-000-000-000-000-000,710095285
CM,1293,TWIN RIVERS WEST CREEK,CM-10,930-236300-00000-00000-0000-0000-000-000-000-000-000-000,710095537
CM,1200,TYEE CREEK,CM-4,920-325000-00000-00000-0000-0000-000-000-000-000-000-000,710267126
CM,776,TZOONIE RIVER,CM-4,900-195000-00000-00000-0000-0000-000-000-000-000-000-000,72035289
CM,1274,UCHUCK CREEK,CM-10,930-162900-00000-00000-0000-0000-000-000-000-000-000-000,710091577
CM,1480,UPPER AHWHICHAOLTO CREEK,CM-11,930-942600-00000-00000-0000-0000-000-000-000-000-000-000,710353316
CM,1276,USELESS CREEK,CM-10,930-180600-00000-00000-0000-0000-000-000-000-000-000-000,710093004
CM,778,VANCOUVER RIVER,CM-4,900-210100-00000-00000-0000-0000-000-000-000-000-000-000,72021052
CM,1277,VERNON BAY CREEK,CM-10,930-186500-00000-00000-0000-0000-000-000-000-000-000-000,710092212
CM,1132,VILLAGE BAY CREEK,CM-6,905-291000-76900-00000-0000-0000-000-000-000-000-000-000,710234366
CM,868,VINER SOUND CREEK,CM-8,905-557500-39800-00000-0000-0000-000-000-000-000-000-000,88067322
CM,869,WAHKANA BAY CREEK,CM-8,905-557500-54200-00000-0000-0000-000-000-000-000-000-000,88062568
CM,1131,WAIATT BAY CREEK,CM-6,905-291000-62900-00000-0000-0000-000-000-000-000-000-000,710232631
CM,761,WAKEFIELD CREEK,CM-4,900-122900-00000-00000-0000-0000-000-000-000-000-000-000,72057375
CM,874,WAKEMAN RIVER,CM-8,900-692800-00000-00000-0000-0000-000-000-000-000-000-000,179037313
CM,1280,WALLACE CREEK,CM-10,930-200400-00000-00000-0000-0000-000-000-000-000-000-000,710088250
CM,1462,WANOKANA CREEK,CM-11,930-884200-00000-00000-0000-0000-000-000-000-000-000-000,710346536
CM,1318,WARN BAY CREEK,CM-10,930-345500-00000-00000-0000-0000-000-000-000-000-000-000,710219311
CM,1459,WASHLAWLIS CREEK,CM-11,930-872200-00000-00000-0000-0000-000-000-000-000-000-000,710346749
CM,1171,WATERLOO CREEK,CM-4,920-514800-00000-00000-0000-0000-000-000-000-000-000-000,710425208
CM,1340,WATTA CREEK,CM-10,930-410500-00000-00000-0000-0000-000-000-000-000-000-000,710198730
CM,1457,WAUKWAAS CREEK,CM-11,930-871100-00000-00000-0000-0000-000-000-000-000-000-000,710106651
CM,789,WEST CREEK,CM-4,905-145000-81800-00000-0000-0000-000-000-000-000-000-000,72040555
CM,1333,WHITE PINE COVE CREEK,CM-10,930-383700-00000-00000-0000-0000-000-000-000-000-000-000,710215177
CM,1130,WHITEROCK PASS CREEK,CM-4,905-323500-32300-00000-0000-0000-000-000-000-000-000-000,710232896
CM,791,WHITTALL CREEK,CM-4,900-277700-00000-00000-0000-0000-000-000-000-000-000-000,72037758
CM,1170,WILFRED CREEK,CM-4,920-517300-00000-00000-0000-0000-000-000-000-000-000-000,710043903
CM,759,WILSON CREEK,CM-4,900-119900-00000-00000-0000-0000-000-000-000-000-000-000,72057557
CM,832,WORTLEY CREEK,CM-6,900-492600-00000-00000-0000-0000-000-000-000-000-000-000,88109266
CM,1416,YAKU RIVER,CM-10,930-676000-00000-00000-0000-0000-000-000-000-000-000-000,710528423
CM,1397,ZEBALLOS RIVER,CM-10,930-582200-00000-00000-0000-0000-000-000-000-000-000-000,710296488
CM,1000,SPILLER LAGOON CREEK,CM-18,910-459700-00000-00000-0000-0000-000-000-000-000-000-000,149082250
CM,1001,TANKEEAH RIVER,CM-18,910-463800-00000-00000-0000-0000-000-000-000-000-000-000,149091437
CM,1004,WINDFALL CREEK,CM-18,910-477600-00000-00000-0000-0000-000-000-000-000-000-000,149080951
CM,1005,TOM BAY CREEK,CM-18,910-479300-00000-00000-0000-0000-000-000-000-000-000-000,149079878
CM,1006,NAMELESS CREEK,CM-18,910-481400-21000-00000-0000-0000-000-000-000-000-000-000,149071964
CM,1007,SALMON BAY CREEK,CM-18,910-483900-00000-00000-0000-0000-000-000-000-000-000-000,149063521
CM,1008,HIRD POINT CREEK,CM-18,910-487400-00000-00000-0000-0000-000-000-000-000-000-000,149049223
CM,1009,LARD CREEK,CM-19,910-498900-00000-00000-0000-0000-000-000-000-000-000-000,149012515
CM,1010,KAINET CREEK,CM-19,910-500000-00000-00000-0000-0000-000-000-000-000-000-000,83094864
CM,1011,BIG CREEK,CM-19,910-500200-00000-00000-0000-0000-000-000-000-000-000-000,83094514
CM,1012,BIG BAY CREEK,CM-19,910-503100-00000-00000-0000-0000-000-000-000-000-000-000,83090488
CM,1013,KORICH CREEK,CM-19,910-508100-00000-00000-0000-0000-000-000-000-000-000-000,83080893
CM,1014,POISON COVE CREEK,CM-19,910-513400-00000-00000-0000-0000-000-000-000-000-000-000,83065179
CM,1015,MUSSEL RIVER,CM-19,910-514200-00000-00000-0000-0000-000-000-000-000-000-000,83062228
CM,1016,BOLIN BAY CREEK,CM-19,910-519700-00000-00000-0000-0000-000-000-000-000-000-000,79070192
CM,1017,CARTER RIVER,CM-19,910-524600-00000-00000-0000-0000-000-000-000-000-000-000,79069755
CM,1018,GREEN RIVER,CM-19,910-533000-00000-00000-0000-0000-000-000-000-000-000-000,79055688
CM,1019,TAYLOR CREEK,CM-19,910-538400-00000-00000-0000-0000-000-000-000-000-000-000,79056907
CM,1020,MARSHALL CREEK,CM-20,910-542400-00000-00000-0000-0000-000-000-000-000-000-000,79051273
CM,1021,KHUTZE RIVER,CM-20,910-545100-00000-00000-0000-0000-000-000-000-000-000-000,79051461
CM,1022,HEAD CREEK,CM-20,910-550500-00000-00000-0000-0000-000-000-000-000-000-000,79047964
CM,1023,AALTANHASH RIVER,CM-20,910-550600-00000-00000-0000-0000-000-000-000-000-000-000,79047759
CM,1024,MARMOT COVE CREEK,CM-20,910-554200-00000-00000-0000-0000-000-000-000-000-000-000,79045811
CM,1025,SCOW BAY CREEK,CM-20,910-555800-00000-00000-0000-0000-000-000-000-000-000-000,79041870
CM,1026,KLEKANE RIVER,CM-20,910-556700-00000-00000-0000-0000-000-000-000-000-000-000,79040230
CM,1027,ANGLER COVE CREEK,CM-20,910-564100-00000-00000-0000-0000-000-000-000-000-000-000,79032114
CM,1028,GOAT RIVER,CM-20,910-565700-00000-00000-0000-0000-000-000-000-000-000-000,79026546
CM,1029,PARIL RIVER,CM-20,910-582400-00000-00000-0000-0000-000-000-000-000-000-000,79012614
CM,1030,KILTUISH RIVER,CM-20,910-593300-00000-00000-0000-0000-000-000-000-000-000-000,79033129
CM,1031,KOWESAS RIVER,CM-20,910-608300-00000-00000-0000-0000-000-000-000-000-000-000,79031820
CM,1033,TSAYTIS RIVER,CM-20,910-618500-00000-00000-0000-0000-000-000-000-000-000-000,208067058
CM,1034,KEMANO RIVER,CM-20,910-627400-00000-00000-0000-0000-000-000-000-000-000-000,208046476
CM,1035,WAHOO CREEK,CM-20,910-627400-01800-00000-0000-0000-000-000-000-000-000-000,208045196
CM,1036,BRIM RIVER,CM-20,910-632400-00000-00000-0000-0000-000-000-000-000-000-000,208041140
CM,1037,HOTSPRING CREEK,CM-20,910-637900-00000-00000-0000-0000-000-000-000-000-000-000,208050285
CM,1038,CRAB RIVER,CM-20,910-644700-00000-00000-0000-0000-000-000-000-000-000-000,208030918
CM,1039,PIKE CREEK,CM-20,910-648400-00000-00000-0000-0000-000-000-000-000-000-000,208017927
CM,1040,WEEWANIE CREEK,CM-20,910-649000-00000-00000-0000-0000-000-000-000-000-000-000,208015780
CM,1041,HUGH CREEK,CM-20,910-650400-00000-00000-0000-0000-000-000-000-000-000-000,208012341
CM,1042,EAGLE BAY CREEK,CM-20,910-654500-00000-00000-0000-0000-000-000-000-000-000-000,208004027
CM,1044,KILDALA RIVER,CM-20,910-659800-00000-00000-0000-0000-000-000-000-000-000-000,208001856
CM,1045,DALA RIVER,CM-20,910-661200-00000-00000-0000-0000-000-000-000-000-000-000,84074864
CM,1046,WATHL CREEK,CM-20,910-670400-00000-00000-0000-0000-000-000-000-000-000-000,84052866
CM,1050,KITIMAT RIVER,CM-20,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,84047040
CM,1054,HIRSCH CREEK,CM-20,910-673500-11700-00000-0000-0000-000-000-000-000-000-000,84032711
CM,1057,LITTLE WEDEENE RIVER,CM-20,910-673500-17000-00000-0000-0000-000-000-000-000-000-000,84027707
CM,1060,WEDEENE RIVER,CM-20,910-673500-19300-00000-0000-0000-000-000-000-000-000-000,84025282
CM,1067,NALBEELAH CREEK,CM-20,910-673500-22900-00000-0000-0000-000-000-000-000-000-000,84023080
CM,1068,HUMPHRYS CREEK,CM-20,910-673500-28200-00000-0000-0000-000-000-000-000-000-000,84017212
CM,1071,CECIL CREEK,CM-20,910-673500-30400-00000-0000-0000-000-000-000-000-000-000,84014401
CM,1072,CHIST CREEK,CM-20,910-673500-41600-00000-0000-0000-000-000-000-000-000-000,84006854
CM,1080,BISH CREEK,CM-20,910-677700-00000-00000-0000-0000-000-000-000-000-000-000,84062892
CM,1085,KITKIATA CREEK,CM-20,910-713300-00000-00000-0000-0000-000-000-000-000-000-000,84084602
CM,1086,QUAAL RIVER,CM-20,910-713900-00000-00000-0000-0000-000-000-000-000-000-000,93029414
CM,1087,KISKOSH CREEK,CM-18,910-721600-00000-00000-0000-0000-000-000-000-000-000-000,93042617
CM,1090,GABION RIVER,CM-18,910-728100-00000-00000-0000-0000-000-000-000-000-000-000,93063794
CM,1091,BELOWE CREEK,CM-18,910-736000-00000-00000-0000-0000-000-000-000-000-000-000,93056762
CM,1093,KLEWNUGGIT INLET CREEK,CM-18,910-748900-00000-00000-0000-0000-000-000-000-000-000-000,93022618
CM,1097,KUMEALON CREEK,CM-18,910-768900-00000-00000-0000-0000-000-000-000-000-000-000,93003048
CM,1507,CHARLIE HARTIE CREEK,CM-22,940-100400-00000-00000-0000-0000-000-000-000-000-000-000,59137260
CM,1508,GORE BROOK,CM-22,940-101200-00000-00000-0000-0000-000-000-000-000-000-000,59137217
CM,1509,CRABAPPLE BROOK,CM-22,940-101700-00000-00000-0000-0000-000-000-000-000-000-000,59137247
CM,1511,HONNA RIVER,CM-22,940-103900-00000-00000-0000-0000-000-000-000-000-000-000,59137587
CM,1512,TARUNDL CREEK,CM-22,940-105500-00000-00000-0000-0000-000-000-000-000-000-000,59138132
CM,1513,OUTLOOK CREEK,CM-22,940-108600-00000-00000-0000-0000-000-000-000-000-000-000,59137823
CM,1514,SLATECHUCK CREEK,CM-22,940-112500-00000-00000-0000-0000-000-000-000-000-000-000,59139242
CM,1515,MUD BAY CREEK,CM-22,940-116600-00000-00000-0000-0000-000-000-000-000-000-000,59140497
CM,1516,LAGINS CREEK-RH,CM-22,940-123500-00000-00000-0000-0000-000-000-000-000-000-000,59137981
CM,1517,LAGINS CREEK,CM-22,940-124300-00000-00000-0000-0000-000-000-000-000-000-000,59138629
CM,1519,INDIAN CABIN CREEK,CM-22,940-130000-00000-00000-0000-0000-000-000-000-000-000-000,59141185
CM,1520,SALTSPRING BAY CREEK,CM-22,940-133700-00000-00000-0000-0000-000-000-000-000-000-000,59142151
CM,1522,TWO TORRENT CREEK,CM-22,940-148600-00000-00000-0000-0000-000-000-000-000-000-000,59143249
CM,1524,NORTH ARM HEAD CREEK,CM-22,940-161700-00000-00000-0000-0000-000-000-000-000-000-000,59141550
CM,1525,WEST NARROWS CREEK,CM-22,940-167100-00000-00000-0000-0000-000-000-000-000-000-000,59143226
CM,1526,DAWSON HARBOUR CREEK,CM-23,940-181900-00000-00000-0000-0000-000-000-000-000-000-000,59142185
CM,1527,DAWSON INLET CREEK,CM-23,940-191300-00000-00000-0000-0000-000-000-000-000-000-000,59138185
CM,1531,KANO INLET CREEK-HEAD,CM-23,940-264700-00000-00000-0000-0000-000-000-000-000-000-000,59125940
CM,1533,INDIAN BAY CREEK,CM-23,940-305100-00000-00000-0000-0000-000-000-000-000-000-000,59125724
CM,1534,CLAPP BASIN CREEK,CM-23,940-312100-00000-00000-0000-0000-000-000-000-000-000-000,59128671
CM,1535,RENNELL CREEK,CM-23,940-313900-00000-00000-0000-0000-000-000-000-000-000-000,59131303
CM,1536,MOUNTAIN CREEK,CM-23,940-316300-00000-00000-0000-0000-000-000-000-000-000-000,59128765
CM,1537,ROCKRUN CREEK,CM-23,940-318000-00000-00000-0000-0000-000-000-000-000-000-000,59127402
CM,1538,SHIELDS CREEK,CM-23,940-318700-00000-00000-0000-0000-000-000-000-000-000-000,59126981
CM,1544,TARTU INLET CREEK-HEAD,CM-23,940-351500-00000-00000-0000-0000-000-000-000-000-000-000,59111582
CM,1545,SEAL INLET CREEK,CM-23,940-376600-00000-00000-0000-0000-000-000-000-000-000-000,59106904
CM,1548,MERCER CREEK,CM-23,940-440100-00000-00000-0000-0000-000-000-000-000-000-000,59101278
CM,1550,MACE CREEK,CM-23,940-448400-00000-00000-0000-0000-000-000-000-000-000-000,59099245
CM,1553,STEEL CREEK,CM-23,940-502200-00000-00000-0000-0000-000-000-000-000-000-000,59091535
CM,1554,PORT LOUIS CREEK-OUTER,CM-23,940-503500-00000-00000-0000-0000-000-000-000-000-000-000,59090886
CM,1557,STANLEY CREEK,CM-25,940-656500-00000-00000-0000-0000-000-000-000-000-000-000,59034230
CM,1558,DAVIDSON CREEK,CM-24,940-661700-00000-00000-0000-0000-000-000-000-000-000-000,59040314
CM,1559,NADEN RIVER,CM-24,940-665100-00000-00000-0000-0000-000-000-000-000-000-000,59043575
CM,1560,LIGNITE CREEK,CM-24,940-672400-00000-00000-0000-0000-000-000-000-000-000-000,59036734
CM,1563,AIN RIVER,CM-24,940-768700-00000-00000-0000-0000-000-000-000-000-000-000,59091284
CM,1565,DINAN CREEK,CM-24,940-788500-00000-00000-0000-0000-000-000-000-000-000-000,59096367
CM,1567,AWUN RIVER,CM-24,940-818300-00000-00000-0000-0000-000-000-000-000-000-000,59098341
CM,1571,YAKOUN RIVER,CM-24,940-896100-00000-00000-0000-0000-000-000-000-000-000-000,59099140
CM,1575,SANGAN RIVER,CM-24,940-974000-00000-00000-0000-0000-000-000-000-000-000-000,59029083
CM,1579,COPPER CREEK,CM-21,950-010400-00000-00000-0000-0000-000-000-000-000-000-000,137002460
CM,1581,GRAY BAY CREEK,CM-21,950-019100-00000-00000-0000-0000-000-000-000-000-000-000,137005456
CM,1584,PALLANT CREEK,CM-21,950-065000-00000-00000-0000-0000-000-000-000-000-000-000,137011731
CM,1586,CHADSEY CREEK,CM-21,950-073900-00000-00000-0000-0000-000-000-000-000-000-000,137015359
CM,1587,CARMICHAEL CREEK,CM-21,950-077200-00000-00000-0000-0000-000-000-000-000-000-000,137017779
CM,1588,LAGOON CREEK,CM-21,950-086500-00000-00000-0000-0000-000-000-000-000-000-000,137021535
CM,1589,DASS CREEK,CM-21,950-088700-00000-00000-0000-0000-000-000-000-000-000-000,137022933
CM,1590,SEWELL POINT CREEK,CM-21,950-094600-00000-00000-0000-0000-000-000-000-000-000-000,137026475
CM,1591,WATERFALL CREEK,CM-21,950-098600-00000-00000-0000-0000-000-000-000-000-000-000,137028355
CM,1592,SEWELL INLET CREEK,CM-21,950-101700-00000-00000-0000-0000-000-000-000-000-000-000,137028688
CM,1593,CLINT CREEK,CM-21,950-103200-00000-00000-0000-0000-000-000-000-000-000-000,137029457
CM,1595,THORSEN CREEK,CM-21,950-105500-00000-00000-0000-0000-000-000-000-000-000-000,137029294
CM,1596,LITTLE GOOSE CREEK,CM-21,950-110600-00000-00000-0000-0000-000-000-000-000-000-000,137028859
CM,1597,BIG GOOSE CREEK,CM-21,950-116200-00000-00000-0000-0000-000-000-000-000-000-000,137030078
CM,1598,PACOFI CREEK,CM-21,950-119900-00000-00000-0000-0000-000-000-000-000-000-000,137032279
CM,1599,DANA CREEK #1,CM-21,950-124300-00000-00000-0000-0000-000-000-000-000-000-000,137034934
CM,1601,DANA CREEK #3,CM-21,950-126500-00000-00000-0000-0000-000-000-000-000-000-000,137035942
CM,1602,CRESCENT INLET CREEK,CM-21,950-153900-00000-00000-0000-0000-000-000-000-000-000-000,137039849
CM,1603,LONGFELLOW CREEK,CM-21,950-164000-00000-00000-0000-0000-000-000-000-000-000-000,137041147
CM,1604,ANNA INLET CREEK,CM-21,950-166000-00000-00000-0000-0000-000-000-000-000-000-000,137042528
CM,1605,SALMON RIVER,CM-21,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,137042955
CM,1606,ECHO HARBOUR CREEK,CM-21,950-176500-00000-00000-0000-0000-000-000-000-000-000-000,137044423
CM,1607,KOSTAN CREEK,CM-21,950-203500-00000-00000-0000-0000-000-000-000-000-000-000,137055641
CM,1609,HUTTON CREEK-HEAD,CM-21,950-249900-00000-00000-0000-0000-000-000-000-000-000-000,137059918
CM,1610,HUTTON CREEK-L/H,CM-21,950-251800-00000-00000-0000-0000-000-000-000-000-000-000,137059594
CM,1612,MARSHALL INLET CREEK,CM-21,950-266100-00000-00000-0000-0000-000-000-000-000-000-000,137060782
CM,1613,MATHESON CREEK-R/H,CM-21,950-272600-00000-00000-0000-0000-000-000-000-000-000-000,137061725
CM,1614,MATHESON CREEK-L/H,CM-21,950-273100-03300-00000-0000-0000-000-000-000-000-000-000,137061818
